Date;date;wsj;wsj_AR1_Innovation;chneg;chneg_AR1_innovation;PNGASEUUSDM;IR14270;POILBREUSDM;BEP;CSIQ;FSLR;IBDRY;SPWR;VWDRY;WORLD ESG LEADERS Standard (Large+Mid Cap) ;BLK;KO;MCD;NSRGY;SBUX;WMT;PNGASEUUSDM;IR14270;POILBREUSDM;BEP;CSIQ;FSLR;IBDRY;SPWR;VWDRY;WORLD ESG LEADERS Standard (Large+Mid Cap) ;BLK;KO;MCD;NSRGY;SBUX;WMT;mean_green;mean_brown;Differecnes_index;differences_means
201402;68;0,0081763;0,002143249;0,002093991;0,00036032;10,83;455;108,812;15,150546;41,84;57,07;26,559999;21,696136;2,388;102,898;304,839996;38,200001;95,150002;75,440002;35,48;74,699997;-0,565075142;1,913912462;-0,564940513;1,071268859;-11,58991549;8,7385332;2,478727745;-1,155706067;4,880213135;-0,01604136;1,352109875;0,519847541;1,295019646;-0,126835638;1,456408876;0,994327521;0,737186897;0,915146304;-0,931187664;-0,177959407
201403;69;0,0088327;0,0017869;0,002534439;0,000472462;10,69;475,5;107,4057143;15,52891;32,040001;69,790001;28,120001;21,126392;2,672;102,86;314,480011;38,66;98,029999;75,220001;36,689999;76,43;0,404373947;0,859121733;0,189525077;-0,044733612;-7,240281976;-1,455378928;-0,341112852;1,534207304;4,298556217;0,321802357;-1,902655041;2,329186627;1,459327583;1,117143938;-1,664997006;1,82489441;-0,541457308;0,527150085;-0,205347728;-1,068607393
201404;70;0,0080294;0,000598673;0,002438671;5,51E-05;10,79;485;107,8754545;15,512923;27,120001;67,489998;27,9;21,886051;2,95;103,625;301;40,790001;101,379997;77,18;35,310001;79,709999;-0,607981672;-1,124802131;0,718860445;-0,52533109;-2,251246783;-3,839151834;1,378826941;-0,104086384;8,138392777;0,724007147;0,559092023;0,127576353;0,021415145;0,780726129;1,582059824;-1,632128005;0,466233938;0,239790245;0,484216902;0,226443693
201405;71;0,0135427;0,00658304;0,003680174;0,00136651;10,64;472,6;109,6759091;15,326406;25,75;61,779999;28,799999;21,83366;3,558;105,367;304,899994;40,91;101,43;78,580002;36,619999;76,769997;-0,492588814;-1,648232064;0,859684908;1,294276673;8,421174031;6,077729399;2,774591694;8,960637124;-2,512525195;0,68820566;2,044936298;1,512648219;-0,296448759;-0,505874156;2,388039039;-0,972510777;4,169313954;0,695131644;-0,006925984;3,47418231
201406;72;0,0064986;-0,003694205;0,003404087;0,000183872;10,52;455;111,8685714;15,790035;31,26;71,059998;30,700001;26,836935;3,358;107,05;319,600006;42,360001;100,739998;77,669998;38,689999;75,07;-4,888788622;2,521580938;-1,939314329;-1,81075924;-9,774441007;-5,152700387;-1,511369192;-4,755104226;-4,895943708;-0,700984907;-2,069155145;-3,267392182;-2,749448355;-2,014212689;0,168050274;-0,870662057;-4,65005296;-1,800470026;1,099485119;-2,849582934
201407;73;0,0056943;-0,000367638;0,002759789;-0,000258826;9,4;482,2;106,9830435;15,145217;24,959999;63,110001;29,65;24,053699;3;105,336;304,730011;39,290001;94,559998;74,150002;38,84;73,580002;4,306949991;-0,72656564;-2,104538811;1,883982788;15,22491373;4,300995494;-0,293938383;1,726978145;-2,903358803;0,874275373;3,529565496;2,60622703;-0,387516979;1,958262437;0,072618725;1,118715633;3,323262162;1,482978724;-0,608703351;1,840283438
201408;74;0,0061497;0,000559362;0,002170452;-0,000377694;10,38;474,2;101,922381;15,81668;35,439999;69,68;29,450001;25,02947;2,806;107,478;330,529999;41,720001;93,720001;77,57;38,904999;75,5;0,083598579;-0,934998122;-1,999444309;1,140857002;0,402523919;-2,48162644;-1,165762092;-5,234727618;-3,445266949;-1,366864187;-0,291353395;0,967654095;0,502185286;-2,263900866;-1,331860329;0,554414424;-1,797333696;-0,310476798;-1,056387389;-1,486856898
201409;75;0,0076467;0,001789291;0,003773049;0,001655239;10,4;464,1;97,33636364;16,237677;35,77;65,809998;28,67;22,187296;2,592;104,148;328,320007;42,66;94,809998;73,629997;37,73;76,470001;0;-2,079645012;-4,741230523;1,622670814;-4,972825709;-4,817656807;-0,487462972;-2,697034493;-6,57198107;0,247407419;1,659708394;-0,801416774;-0,497550649;-0,177308594;0,057513689;-0,113736656;-2,987381706;0,021201568;0,226205851;-3,008583274
201410;76;0,0106236;0,003888358;0,002494526;-0,000793506;10,4;442,4;87,26956522;16,855848;31,9;58,900002;28,35;20,851343;2,228;104,743;341,109985;41,880001;93,730003;73,330002;37,779999;76,269997;-1,013963135;-2,039976614;-4,633630074;-1,154845427;-11,83631504;-8,169549643;1,208549587;-5,334045061;4,160527934;0,741214127;2,229676849;2,956207486;1,404158022;1,00690171;3,131757274;5,985281793;-3,520946275;2,785663856;-2,044449729;-6,306610131
201411;77;0,0064419;-0,002039003;0,004261205;0,001906756;10,16;422,1;78,438;16,413536;24,290001;48,799999;29,15;18,441387;2,452;106,546;359,079987;44,830002;96,809998;75,050003;40,605;87,540001;1,22225825;1,566196117;-10,09942424;0,182923218;-0,179164637;-3,908497387;-3,472486133;-3,750817746;-0,750342327;-0,72919156;-0,184227461;-2,605051898;-1,418063417;-1,232543557;0,446909607;-0,831452664;-1,979730835;-0,970738232;0,241546672;-1,008992603
201412;78;0,0080253;0,001996542;0,003006177;-0,000638309;10,45;437,6;62,16304348;16,482815;24,190001;44,599998;26,91;16,915522;2,41;104,772;357,559998;42,220001;93,699997;72,949997;41,025002;85,879997;-4,139268516;0,483596171;-10,85360238;1,693605243;-7,421868184;-2,278918021;0,862866684;-2,97471324;3,29563054;-0,740800956;-2,121904275;-1,093739336;-0,587963078;2,069293495;2,807831198;-0,457527851;-1,13723283;0,102665026;-0,843465982;-1,239897856
201501;79;0,0057;-0,0012573;0,002947363;0,000219304;9,5;442,5;48,41681818;17,138288;20,389999;42,32;27,450001;15,795678;2,6;103;340,51001;41,169998;92,440002;76,510002;43,764999;84,980003;-0,97078913;1,816431515;7,791103152;-1,918849929;16,23144323;14,97922506;-0,349472327;13,16388885;3,187436218;2,178321163;3,773541744;2,190704042;2,933635418;0,921078015;2,860823195;-0,539951897;7,548945184;2,023305086;0,155016077;5,525640098
201502;80;0,0048683;-0,000725368;0,002923845;0,000238732;9,29;461,4;57,9305;16,397549;29,629999;59,75;27,23;21,388344;2,798;108,298;371,420013;43,299999;98,900002;78,150002;46,744999;83,93;0;-2,151415308;-1,634030046;1,128461172;5,188476922;0,029065106;-2,376471148;-1,833312382;-0,909714734;-0,660257024;-0,657411724;-2,849703849;-0,645901618;-1,659565861;0,558481017;-0,878131649;0,204417489;-1,022038947;0,361781923;1,226456436
201503;81;0,0066388;0,001532798;0,003249055;0,000581115;9,29;439,1;55,79136364;16,829203;33,389999;59,790001;25,780001;20,504257;2,74;106,664;365,839996;40,549999;97,440002;75,220001;47,349998;82,25;-9,93712756;0,148105571;2,714302486;1,407184907;2,538688051;-0,08725374;1,668979996;1,203788035;3,908106569;0,730778904;-0,226139049;0,01071092;-0,398499259;1,364032033;1,998657496;-2,276298253;1,77324897;0,078743981;0,652034923;1,694504989
201504;82;0,007401;0,0012568;0,001308436;-0,001596974;7,39;440,6;59,38954545;17,383427;35,400002;59,669998;26,790001;21,080549;2,998;108,474;363,940002;40,560001;96,550003;77,620003;49,580002;78,050003;-0,117695054;-0,485693288;3,626313026;-3,204137428;-3,498710616;-7,931226889;1,544673196;-2,499025775;5,464728853;-0,030839233;0,219016126;0,426198033;-0,279784714;-0,100829967;2,036259409;-2,155951772;-1,68728311;0,024151186;-0,054990419;-1,711434296
201505;83;0,0072404;0,000649197;0,001329174;-0,000159188;7,37;435,7;64,56142857;16,147081;32,66;49,709999;27,76;19,901768;3,4;108,397;365,779999;40,959999;95,93;77,440002;51,959999;74,269997;-0,414462774;-0,199813779;-1,516516965;-0,897869572;-5,765014727;-2,453074196;-2,429015404;-2,925946387;-0,79925847;-1,151788127;-2,416894624;-1,874162924;-0,391095056;-3,066880691;1,36576675;-1,998344652;-2,545029793;-1,3969352;0,245147073;-1,148094593
201506;84;0,0069625;0,000465521;0,001915399;0,000411894;7,3;433,7;62,34590909;15,81668;28,6;46,98;26,25;18,605108;3,338;105,56;345,980011;39,23;95,07;72,160004;53,619999;70,93;-3,854639764;-0,777982305;-4,76630889;-1,081532528;-2,726000863;-2,550929602;3,065753924;-2,16252173;3,761505131;0,738761638;-1,229830476;2,001214794;2,134807216;2,02252354;3,357672695;0,638190057;-0,282287611;1,487429638;-0,748668;-1,769717249
201507;85;0,0059719;-0,00036209;0,001227659;-0,00070391;6,68;426;55,86565217;15,427658;26,860001;44,299999;28,17;17,701374;3,64;107,371;336,320007;41,080002;99,860001;75,599998;57,93;71,980003;-0,130223331;-2,985400812;-7,509982012;-0,986214527;-15,68002033;3,338745456;-1,569720857;-4,695521419;-0,649109842;-2,972464558;-4,607039563;-1,901694691;-2,15765537;-1,134902104;-2,483682166;-4,610623327;-3,373640253;-2,81593287;-0,156531688;-0,557707383
201508;86;0,0096022;0,003849083;0,001448498;1,91E-05;6,66;397,7;46,99428571;15,081268;18,719999;47,84;27,17;15,887361;3,586;100,268;302,470001;39,32;95,019997;73,650002;54,709999;64,730003;-1,122953237;1,618409763;0,221468746;-1,26116759;-5,167477562;-4,885505192;-0,937130109;-8,299308714;-1,679119015;-1,578977545;-0,723913285;0,874740436;1,575346601;0,927601236;1,658736242;0,073735224;-3,704951364;0,731041076;-2,310018621;-4,43599244
201509;87;0,0072853;-0,000596711;0,002150699;0,000560062;6,49;412,8;47,23454545;14,649614;16,620001;42,75;26,59;13,123772;3,45;96,688;297,470001;40,119999;98,529999;75,239998;56,84;64,839996;-3,33702248;0,522874703;0,810279815;-1,789995503;11,84226901;12,54717535;3,043118385;12,68847911;5,213050625;3,215324026;7,306247449;2,349248063;5,661787129;0,56201748;4,171208572;-5,414333912;7,257349496;2,439362464;0,775961562;4,817987032
201510;88;0,0063949;-0,000128428;0,001326405;-0,000776981;6,01;417,8;48,12409091;14,058087;21,83;57,07;28,52;17,576948;3,89;104,118;351,970001;42,349998;112,25;76,220001;62,57;57,240002;-1,023637076;-1,158749139;-3,481191949;-2,160107049;2,324022111;-0,428258062;-0,799148984;-4,929569634;4,553414549;-0,266939712;1,426153421;0,276004103;0,732762565;-1,318949215;-0,826852867;1,197302379;-0,239941178;0,247736731;-0,514676443;-0,487677909
201511;89;0,0114304;0,005429195;0,002316127;0,000814644;5,87;406,8;44,41714286;13,375966;23,030001;56,509998;28;15,690897;4,32;103,48;363,720001;42,619999;114,160004;73,940002;61,389999;58,84;-0,446196886;-2,010172301;-7,095891173;1,82959029;9,950458571;6,735282327;0,493521768;9,777918214;3,605933845;-0,782167478;-2,862457292;0,345082739;1,488298752;0,281019603;-0,972929018;1,778780338;5,398784169;0,00963252;-0,791799998;5,389151649
201512;90;0,0107866;0,001832593;0,002411023;0,00018684;5,81;388,4;37,72173913;13,951505;28,959999;65,989998;28,32;19,652914;4,694;101,633;340,519989;42,959999;118,139999;74,419998;60,029999;61,299999;-5,745835005;1,005791176;-8,799399184;0,576762477;-15,70926443;1,722570919;-0,230640203;-7,174888061;-3,265466056;-2,64360481;-3,48534907;-0,040456953;2,0253512;-0,398653252;0,532090023;3,444591646;-4,013487559;0,346262266;-2,989867076;-4,359749825
201601;91;0,0063695;-0,002207023;0,001372983;-0,000920493;5,09;397,5;30,80333333;14,138023;20,17;68,660004;28,17;16,660118;4,354;95,631;314,26001;42,919998;123,779999;73,739998;60,77;66,360001;-2,638226892;1,860630184;3,251545104;-0,560173962;5,26571324;1,984383859;-4,069947754;-3,223722743;1,586550855;-0,301683214;-0,319022085;0,211977516;-2,375991318;-2,347453397;-1,869164452;-0,01309429;0,163800583;-1,118791338;0,817108124;1,282591921
201602;92;0,0050063;-0,00098004;0,001128837;-0,000406657;4,79;414,9;33,19809524;13,956835;22,77;71,870003;25,65;15,468238;4,516;94,969;311,959991;43,130001;117,190002;69,860001;58,209999;66,339996;-6,861220541;3,930369505;7,07495761;5,826131698;-7,225597852;-2,104732877;1,856100174;-2,419672734;2,120761639;2,829759069;3,810749913;3,164489494;3,037561036;2,856845829;1,097674658;1,385171253;-0,324501659;2,558748697;0,271010372;-2,883250356
201603;93;0,0055436;0,000356786;0,001126337;-0,000230882;4,09;454,2;39,07173913;15,960565;19,280001;68,470001;26,77;14,629993;4,742;101,363;340,570007;46,389999;125,68;74,610001;59,700001;68,489998;-0,749725492;-0,451743381;3,393949581;-1,399883835;-3,201146624;-8,85549246;2,719648882;-4,502368874;0,073205998;0,604183389;1,964597373;-1,514635885;0,279001368;-0,023290272;-2,600625489;-1,039581084;-2,527672819;-0,489088998;1,093272387;-2,038583821
201604;94;0,0084479;0,002945956;0,001319279;-3,61E-05;4,02;449,5;42,24761905;15,454303;17,91;55,84;28,5;13,18926;4,75;102,783;356,329987;44,799999;126,489998;74,57;56,23;66,870003;-0,32531574;1,927574895;4,75203319;-0,195121656;1,828128605;-5,102613929;-2,203585498;-6,027755794;-0,589132536;0,109298997;0,907001442;-0,194316507;-1,54828272;-0,391969294;-1,047486064;2,467920948;-2,048346801;0,032144634;0,077154363;-2,080491435
201605;95;0,0062216;-0,000983474;0,00140661;-8,97E-05;3,99;469,9;47,13272727;15,385025;18,68;49,650002;27,09;11,480026;4,686;103,042;363,850006;44,599998;122,059998;73,900002;54,889999;70,779999;0,540846942;-2,315773665;1,222375286;1,362373473;-9,182508073;-1,035665917;0,016028584;-5,373050578;-1,317285287;-0,616331924;-2,622377313;0,705089898;-0,616336578;1,959121189;1,72949683;1,353125861;-2,5883513;0,418019981;-1,034351905;-3,006371281
201606;96;0,0057679;-0,000131627;0,001186865;-0,000373184;4,04;445,5;48,47818182;15,8753;15,12;48,48;27,1;10,144073;4,546;101,59;342,529999;45,330002;120,339996;77,309998;57,119999;73,019997;2,708709047;4,566974544;-3,164958809;1,785118916;-2,726344678;-1,643176378;0,43055224;-2,629386054;1,019694756;1,729387005;2,907902007;-1,660051528;-0,981805383;1,610114641;0,701402543;-0,029745857;-0,627256866;0,424636071;1,304750934;-1,051892937
201607;97;0,0048074;-0,00082608;0,00112297;-0,000276621;4,3;494,9;45,07095238;16,541433;14,2;46,68;27,370001;9,548134;4,654;105,717;366,25;43,630001;117,650002;80,230003;58,049999;72,970001;-0,507952553;0;1,022177726;-1,393274037;-4,203542703;-9,140932286;-1,698892834;-16,54982253;7,442729096;-0,015202577;0,770991736;-0,199539358;-0,740873591;-0,396967979;-1,383413308;-0,920289417;-4,257289216;-0,478348653;0,463146076;-3,778940563
201608;98;0,0064359;0,001365641;0,000895388;-0,000457546;4,25;494,9;46,14434783;16,019184;12,89;37,82;26,32;6,522593;5,524;105,68;372,809998;43,43;115,660004;79,5;56,23;71,440002;-3,069374412;-0,61866357;0,041662827;0,999738428;2,773381537;1,876563122;1,348394898;-4,789448644;-0,363164199;0,06118878;-1,22274754;-1,124417034;-0,112795185;-0,26301198;-1,64498401;0,411427808;0,307577524;-0,659421324;0,720610104;0,966998848
201609;99;0,0063736;0,000348322;0,001524602;0,000337849;3,96;487,9;46,18863636;16,39222;13,74;39,490002;27,15;5,841519;5,478;105,829;362,459991;42,32;115,360001;79,019997;54,139999;72,120003;0,544918669;-1,938608365;3,210411105;-0,311728387;2,158046051;1,086064249;0,111827099;-9,062625121;-1,271039562;-1,080717926;-2,620015477;0,082021805;-1,063258505;-3,650137827;-0,866915578;-1,283364829;-1,214909279;-1,566945069;0,486227143;0,35203579
201610;100;0,0054205;-0,000568166;0,001398554;-0,000247654;4,01;466,6;49,73238095;16,274981;14,44;40,490002;27,219999;4,741323;5,32;103,228;341,23999;42,400002;112,57;72,650002;53,07;70,019997;5,391148024;0,508926597;-2,97852994;-2,142401921;-9,773788594;-12,56186013;-5,63085288;-2,979188435;-8,443752179;0,523565079;3,606810293;-2,152235955;2,510854224;-3,322054701;3,835422023;0,253560057;-6,921974023;0,78872599;-0,265160911;-7,710700013
201611;101;0,0057872;0,000357378;0,00206072;0,000506553;4,54;472,1;46,43590909;15,491607;11,53;30,32;23,91;4,426981;4,38;104,48;370,790009;40,349998;119,269997;67,300003;57,970001;70,43;5,559384877;-4,360612541;6,607320878;0,931140599;2,3817981;2,464052014;4,021871447;-0,974525382;-0,358429392;0,911497423;1,127230062;1,178576975;0,883073892;2,774627665;-1,875385042;-0,815394007;1,410984564;0,545454924;0,366042499;0,86552964
201612;102;0,0052687;-0,000376107;0,001754199;-0,000283484;5,16;427;54,06636364;15,827338;12,18;32,09;26,23;4,328749;4,344;106,696;380,540009;41,459999;121,720001;71,739998;55,52;69,120003;8,518128475;-0,101827592;0,658764758;0,753802035;-1,709039322;-1,235432841;-1,533458925;0,196668334;2,825361071;0,878401876;-0,755193406;0,115073722;0,302223884;0,886837024;-0,235304728;-1,521755902;-0,117016608;-0,201353234;1,07975511;0,084336626
201701;103;0,0052696;-7,12E-05;0,001937404;0,000123543;6,27813986;426;54,89272727;16,10445;11,71;31,190001;25,32;4,348396;4,636;108,876;373,980011;41,57;122,57;73,220001;55,220001;66,739998;-1,247991346;1,571780016;0,472730818;-1,595398526;9,935091493;6,457318243;2,0764353;12,0336004;2,652727186;1,013622544;1,537847399;0,405544467;1,763663985;0,277883783;1,278681045;2,644377054;5,259962349;1,317999622;-0,304377078;3,941962727
201702;104;0,0047083;-0,000633008;0,001276396;-0,000671241;6,10029831;441,7;55,4935;15,523581;14,72;36,189999;26,559999;5,736739;4,928;111,447;387,459991;41,959999;127,650002;73,690002;56,869999;70,93;-9,118298975;1,19284536;-2,850393353;0,885441904;-7,906324727;-12,56192802;3,213797878;-15,71742903;4,292820054;0,335391179;-0,445016008;0,493989582;0,661768802;1,851778279;1,14552472;0,698483017;-4,632270324;0,734421399;-0,39903022;-5,366691723
201703;105;0,0052977;0,000285584;0,001474105;0,000009138;4,94502035;454;51,96826087;15,843325;12,27;27,1;28,6;3,994761;5,44;112,311;383,51001;42,439999;129,610001;76,900002;58,389999;72,080002;0,784237272;0,380962515;0,90577088;1,067756702;3,500707824;3,758817965;0,196959286;5,602961289;2,270728203;0,550620273;0,11987062;0,720545518;3,327229844;0,056437408;1,224686728;1,828753136;2,732988545;1,212920542;-0,662300269;1,520068003
201704;106;0,0049661;-0,000391613;0,001359344;-0,00024999;5,03512731;458;53,0635;16,237677;13,3;29,549999;28,73;4,544859;5,732;113,744;384,570007;43,150002;139,929993;77;60,060001;75,18;0,280287621;-0,447975895;-1,832673071;1,264205614;-1,630251122;11,50160255;4,61352501;5,461532079;1,225129313;0,710822436;2,700265522;2,274414358;3,274964325;4,374494799;2,494006731;1,932021361;3,739290574;2,841694516;-2,13087208;0,897596058
201705;107;0,0055027;0,00033937;0,001246541;-0,000278995;5,06772841;453,3;50,87086957;16,717293;12,81;38,509998;31,950001;5,153897;5,896;115,621;409,23999;45,470001;150,889999;85,160004;63,610001;78,599998;-0,721560577;1,3302989;-3,534683079;0,782036765;9,439393366;1,518166446;-0,300080399;7,437207332;1,860001706;0,099050386;1,375612973;-0,596253574;0,648491336;1,028079683;-3,778235353;-1,644141159;3,456120869;-0,494407682;0,593458068;3,950528551
201706;108;0,0067193;0,001241347;0,002044147;0,00060098;4,984226;467,4;46,89454545;17,021049;15,92;39,880001;31,73;6,116568;6,154;115,885;422,410004;44,849998;153,160004;87,199997;58,310001;75,68;;;;;;;;;;;;;;;;;;;;
